2016-05-31 21:00	4	1	1	IE	188	0	0	0.0
2016-05-31 21:00	2	1	1	Chrome	406	36	235	11771.610000000002
2016-05-31 21:00	3	1	1	Safari	242	11	72	3477.3799999999997
2016-05-31 21:00	2	2	-3	Chrome	2	0	0	0.0
2016-05-31 21:00	3	1	3	NA	22	1	7	409.52
2016-05-31 21:00	2	1	1	Unknown	8	0	0	0.0
2016-05-31 21:00	3	1	1	Chrome	1484	49	287	14512.679999999997
2016-05-31 21:00	4	1	2	Unknown	9	0	0	0.0
2016-05-31 21:00	3	1	-3	FireFox	5	0	0	0.0
2016-05-31 21:00	4	1	3	NA	3	0	0	0.0
2016-05-31 21:00	2	1	3	IE	285	23	174	8768.01
2016-05-31 21:00	1	2	-1	Chrome	3	1	4	153.03
2016-05-31 21:00	3	2	-3	Safari	4	0	0	0.0
2016-05-31 21:00	2	1	-3	Safari	5	1	1	65.92
2016-05-31 21:00	3	1	3	Safari	167	8	87	4356.18
2016-05-31 21:00	3	2	2	IE	3	0	0	0.0
2016-05-31 21:00	4	2	-1	IE	148	0	0	0.0
2016-05-31 21:00	1	1	2	Chrome	4	0	0	0.0
2016-05-31 21:00	2	1	2	FireFox	63	7	49	2487.9700000000003
2016-05-31 21:00	1	2	-1	IE	2	1	3	205.35000000000002
2016-05-31 21:00	1	1	3	IE	6	0	0	0.0
2016-05-31 21:00	2	1	3	Chrome	311	32	216	10338.72
2016-05-31 21:00	2	1	2	IE	369	33	194	9493.19
2016-05-31 21:00	4	1	-3	Safari	1	0	0	0.0
2016-05-31 21:00	3	1	3	Chrome	944	38	304	14401.780000000002
2016-05-31 21:00	2	1	1	FireFox	73	7	49	2223.44
2016-05-31 21:00	3	1	-3	IE	40	1	4	103.79
2016-05-31 21:00	4	1	1	Unknown	3	0	0	0.0
2016-05-31 21:00	2	1	-1	Chrome	2	1	6	341.38
2016-05-31 21:00	4	2	-1	Unknown	4	0	0	0.0
2016-05-31 21:00	3	1	-3	NA	2	0	0	0.0
2016-05-31 21:00	2	2	-1	Safari	68	4	12	678.38
2016-05-31 21:00	4	1	2	IE	176	0	0	0.0
2016-05-31 21:00	3	2	3	FireFox	1	0	0	0.0
2016-05-31 21:00	4	1	2	FireFox	32	0	0	0.0
2016-05-31 21:00	3	1	1	NA	37	0	0	0.0
2016-05-31 21:00	3	1	-1	IE	5	0	0	0.0
2016-05-31 21:00	4	1	-3	FireFox	1	0	0	0.0
2016-05-31 21:00	3	1	1	IE	1444	41	310	15398.329999999996
2016-05-31 21:00	3	2	-1	IE	1145	26	162	8404.58
2016-05-31 21:00	2	1	3	NA	3	1	3	73.62
2016-05-31 21:00	4	1	-3	Chrome	4	0	0	0.0
2016-05-31 21:00	2	2	2	IE	2	1	10	555.06
2016-05-31 21:00	1	1	2	IE	2	0	0	0.0
2016-05-31 21:00	1	2	-1	Safari	1	0	0	0.0
2016-05-31 21:00	2	2	-1	FireFox	63	2	9	477.4200000000001
2016-05-31 21:00	3	2	-1	FireFox	191	4	24	1264.48
2016-05-31 21:00	3	2	-3	Chrome	7	1	6	291.27000000000004
2016-05-31 21:00	4	1	2	Safari	27	0	0	0.0
2016-05-31 21:00	2	1	-3	IE	8	1	1	34.7
2016-05-31 21:00	4	2	2	Chrome	1	0	0	0.0
2016-05-31 21:00	4	1	3	Unknown	2	0	0	0.0
2016-05-31 21:00	1	1	1	Safari	2	0	0	0.0
2016-05-31 21:00	2	1	-3	FireFox	5	2	17	680.8000000000001
2016-05-31 21:00	3	1	-3	Chrome	45	0	0	0.0
2016-05-31 21:00	3	2	-1	Chrome	1167	34	188	9480.159999999998
2016-05-31 21:00	3	1	-3	Safari	3	0	0	0.0
2016-05-31 21:00	3	1	1	FireFox	239	5	37	1788.48
2016-05-31 21:00	4	2	1	Chrome	2	0	0	0.0
2016-05-31 21:00	4	2	-1	NA	3	0	0	0.0
2016-05-31 21:00	4	1	1	NA	5	0	0	0.0
2016-05-31 21:00	2	1	2	Safari	62	7	31	1503.69
2016-05-31 21:00	2	1	3	Safari	52	4	41	2188.6
2016-05-31 21:00	3	2	2	Chrome	4	1	1	76.66
2016-05-31 21:00	4	1	2	Chrome	185	0	0	0.0
2016-05-31 21:00	4	1	-3	IE	2	0	0	0.0
2016-05-31 21:00	2	2	-3	IE	3	0	0	0.0
2016-05-31 21:00	4	1	3	IE	115	0	0	0.0
2016-05-31 21:00	3	1	3	FireFox	175	8	58	3184.5
2016-05-31 21:00	2	1	3	Unknown	8	0	0	0.0
2016-05-31 21:00	3	2	1	IE	2	0	0	0.0
2016-05-31 21:00	4	1	2	NA	6	0	0	0.0
2016-05-31 21:00	4	2	2	IE	1	0	0	0.0
2016-05-31 21:00	3	2	-3	IE	7	0	0	0.0
2016-05-31 21:00	3	1	3	Unknown	18	0	0	0.0
2016-05-31 21:00	1	1	1	Chrome	3	0	0	0.0
2016-05-31 21:00	3	2	1	FireFox	2	0	0	0.0
2016-05-31 21:00	2	1	1	IE	421	38	247	12272.899999999998
2016-05-31 21:00	2	1	2	Unknown	10	2	6	207.3
2016-05-31 21:00	1	1	1	IE	3	1	7	316.74000000000007
2016-05-31 21:00	3	2	-3	FireFox	4	0	0	0.0
2016-05-31 21:00	1	1	2	Safari	2	1	6	295.96000000000004
2016-05-31 21:00	2	2	-1	Chrome	330	30	235	11643.740000000002
2016-05-31 21:00	3	1	2	Unknown	18	0	0	0.0
2016-05-31 21:00	2	2	-1	Unknown	6	0	0	0.0
2016-05-31 21:00	3	2	3	IE	5	1	6	200.0
2016-05-31 21:00	4	1	3	FireFox	18	0	0	0.0
2016-05-31 21:00	3	1	2	FireFox	203	5	31	1994.83
2016-05-31 21:00	2	2	-1	NA	6	0	0	0.0
2016-05-31 21:00	3	2	3	Safari	1	1	18	662.9799999999999
2016-05-31 21:00	2	1	1	Safari	59	4	42	2306.52
2016-05-31 21:00	3	1	-1	FireFox	1	0	0	0.0
2016-05-31 21:00	3	1	2	Chrome	1189	51	369	19172.579999999998
2016-05-31 21:00	4	2	-3	FireFox	1	0	0	0.0
2016-05-31 21:00	3	1	2	NA	30	3	24	1168.52
2016-05-31 21:00	3	1	1	Unknown	31	1	1	95.85
2016-05-31 21:00	3	1	-1	Chrome	5	0	0	0.0
2016-05-31 21:00	4	1	3	Safari	28	0	0	0.0
2016-05-31 21:00	4	1	3	Chrome	134	0	0	0.0
2016-05-31 21:00	3	2	1	Chrome	1	1	7	310.78000000000003
2016-05-31 21:00	4	2	-1	Safari	30	0	0	0.0
2016-05-31 21:00	2	1	3	FireFox	41	3	16	721.0899999999999
2016-05-31 21:00	4	2	1	IE	2	0	0	0.0
2016-05-31 21:00	2	1	2	NA	11	1	5	159.43
2016-05-31 21:00	3	2	-1	NA	24	0	0	0.0
2016-05-31 21:00	3	1	2	Safari	217	9	25	1280.6299999999999
2016-05-31 21:00	4	1	1	Chrome	226	0	0	0.0
2016-05-31 21:00	2	2	-1	IE	371	32	226	10976.63
2016-05-31 21:00	2	2	1	Chrome	1	1	12	526.63
2016-05-31 21:00	2	1	-3	Chrome	12	0	0	0.0
2016-05-31 21:00	3	2	-1	Unknown	31	1	4	197.89999999999998
2016-05-31 21:00	2	1	2	Chrome	413	33	228	11433.29
2016-05-31 21:00	3	1	2	IE	1211	48	351	16980.949999999997
2016-05-31 21:00	3	2	-3	NA	1	0	0	0.0
2016-05-31 21:00	4	1	1	Safari	38	0	0	0.0
2016-05-31 21:00	4	2	-3	IE	1	0	0	0.0
2016-05-31 21:00	3	1	3	IE	939	41	276	13286.59
2016-05-31 21:00	3	2	-1	Safari	176	4	11	747.3899999999999
2016-05-31 21:00	2	1	-1	IE	1	0	0	0.0
2016-05-31 21:00	4	1	-1	IE	1	0	0	0.0
2016-05-31 21:00	2	2	-3	NA	1	0	0	0.0
2016-05-31 21:00	2	1	1	NA	8	1	3	198.6
2016-05-31 21:00	4	2	-1	FireFox	27	0	0	0.0
2016-05-31 21:00	4	1	1	FireFox	27	0	0	0.0
2016-05-31 21:00	4	2	-1	Chrome	159	0	0	0.0
